id;Код подразделения;type;Задания кластер;Задания центр;Образование;Специальность;Табельный номер руководителя;Обучений количество;Звонки кластер;Звонки центр;Опоздания кластер;Опоздания центр;Будни Нет опоздания Время опозданий;Рабочее время кластер;Рабочее время центр;Компьютер кластер;Компьютер центр;Активность кластер;Активность центр;Виды документов
ОРГ1-00924;ОРГ1;0;null;null;null;null;null;null;null;null;null;null;null;1;0.0370306053610618;1;1.0219296051046;3;1.99591034871909;null
ОРГ1-00920;ОРГ1;2;4;1.0392173227156;Высшее образование, Повышение квалификации;Финансы и кредит, не указано;не указано;2;1;0.483165151505532;null;null;null;null;null;null;null;null;null;Распоряжение, Файл
ОРГ1-01907;ОРГ1;2;2;1.7604609842188;Высшее образование;Автоматизация технологических процессов и производств (по отраслям);ОРГ1-01907;1;8;2.31429184350534;7;0.817676860436749;0.164694444444444;7;0.321402622624596;2;0.708843357871401;8;1.04544996635716;Служебная записка, Файл
ОРГ1-02989;ОРГ1;2;1;0.921178477956343;null;null;null;null;1;0.492202663826966;null;null;null;null;null;1;0.737533953542786;5;0.837603681730155;Распоряжение, Служебная записка
ОРГ1-02824;ОРГ1;2;7;0.728651906140194;Высшее образование;Финансы и кредит;не указано;1;1;0.130653126737108;2;3.01012870729294;0.722503611111111;null;null;5;1.49364992508221;1;1.3322929797933;Распоряжение, Служебная записка
ОРГ1-01882;ОРГ1;0;6;4.87160477354058;Высшее образование;Автоматизация технологических процессов и производств;ОРГ1-00772;1;4;2.45100221522499;2;3.37338963201028;2.71660972222222;2;1.97166837708723;4;1.94038865199976;1;2.05283653169757;Служебная записка, Файл
ОРГ1-00645;ОРГ1;0;5;3.24998341478413;Высшее образование;Юриспруденция;не указано;1;8;2.63143808110119;3;0.747147617435238;0.314606944444444;2;3.07433598029612;1;0.326576002372871;5;0.853160466016172;Служебная записка, Файл
ОРГ1-02817;ОРГ1;2;7;1.25039289369387;Высшее образование;Промышленное и гражданское строительство;не указано;1;null;null;3;2.10184411472828;0.871252777777778;null;null;3;0.69555269784804;2;1.11142580517307;Служебная записка, Файл
ОРГ1-01022;ОРГ1;2;7;0.649318330896287;Высшее образование - бакалавриат, Начальное профессиональное образование;не указано, Парикмахер;не указано;2;2;2.23576992910466;6;2.80519090762643;1.8225425;null;null;4;1.7016849740033;4;1.51887408306485;Распоряжение, Файл
ОРГ1-01850;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;3;1.19722453407183;1;1.87584577923124;null
ОРГ2-01421;ОРГ2;1;1;0.92619458493523;Высшее образование - специалитет, магистратура;Технологические машины и оборудование;ОРГ2-09100;1;null;null;3;2.52023597848782;0.336938888888889;null;null;3;0.745669867562282;2;0.671124883734807;Служебная записка, Файл
ОРГ1-00826;ОРГ1;2;1;0.896901074469586;Высшее образование;Машины и аппараты химических производств;ОРГ1-00531;1;1;0.750478701359089;7;0.594607898153942;0.646744166666667;1;0.226186457336454;1;1.00660455803136;3;0.90014782542464;Служебная записка, Файл
ОРГ1-00839;ОРГ1;2;1;1.39161728592839;Высшее образование, Повышение квалификации;Обеспечение экологической безопасности руководителями и специалистами экологических служб, не указано;ОРГ1-02742;6;8;6.8337920286336;2;4.23124428473945;0.854359722222222;8;0.348007235932462;4;1.26096266429594;4;1.29485867573344;Служебная записка, Файл
ОРГ1-01116;ОРГ1;2;3;0.619047290581011;Высшее образование, Повышение квалификации;Промышленное и гражданское строительство, не указано;не указано;2;null;null;4;2.16527687708846;1.32684611111111;null;null;4;0.974900422547375;1;2.15209572776161;Приказ, Распоряжение
ОРГ1-02080;ОРГ1;2;1;0.674650413443635;Высшее образование, Высшее образование - бакалавриат;Юриспруденция, Менеджмент;ОРГ1-02116;2;1;1.02506129635718;7;0.992781104511233;0.699343333333333;8;0.159753052641358;1;0.729441446048889;8;0.698640405251384;Служебная записка, Файл
ОРГ1-02975;ОРГ1;1;7;0.986469003643367;Высшее образование, Переподготовка;Социальная работа, Техносферная безопасность;не указано;2;1;0.201008573260304;3;0.54361163407943;0.208351111111111;null;null;8;0.581696255977296;2;1.59493621087728;Распоряжение, Служебная записка
ОРГ1-02725;ОРГ1;0;1;1.01402624253987;Высшее образование;Химическая технология природных энергоносителей и углеродных материалов;ОРГ1-00626;1;1;0.494381697802659;2;2.71591093570444;0;4;1.22501237820037;4;0.592267298081218;4;1.6215030617193;Служебная записка, Файл
ОРГ1-02573;ОРГ1;2;3;0.880066767169345;Высшее образование - специалитет, магистратура;Подъемно-транспортные, строительные, дорожные машины и оборудование;не указано;1;null;null;7;1.32187132327293;2.47996722222222;null;null;1;0.481812825540896;8;0.70074311406791;Распоряжение, Файл
ОРГ1-01349;ОРГ1;0;5;5.18836203118018;Высшее образование, Повышение квалификации;Менеджмент, Управление персоналом;ОРГ1-00596;2;8;0.742083714451395;7;1.14545796636309;1.32820388888889;2;1.94835988877074;1;0.832037169670007;1;1.27114110324286;Служебная записка, Файл
ОРГ2-02069;ОРГ2;0;null;null;Среднее профессиональное образование;Строительство уникальных зданий и сооружений;не указано;1;null;null;3;1.10197437755762;0.0139352777777778;null;null;null;null;null;null;null
ОРГ1-01939;ОРГ1;2;10;1.03126592189965;null;null;null;null;8;0.765723619162666;7;0.830096003742826;0.419216111111111;8;0.336513684832212;1;0.369176290035127;8;0.954727265864651;Приказ, Служебная записка
ОРГ1-01385;ОРГ1;2;3;1.60392221383067;Высшее образование;Двигатели внутреннего сгорания;ОРГ1-00915;1;1;0.480540603830261;7;0.896737732869169;0.167014722222222;null;null;1;0.764069786153859;8;0.940298753474765;Служебная записка, Файл
ОРГ1-02222;ОРГ1;2;null;null;Высшее образование, Повышение квалификации;Сельскохозяйственное строительство, не указано;не указано;3;null;null;4;2.36477467972129;2.87306027777778;null;null;4;1.41797349363642;7;1.95954739602438;null
ОРГ1-00980;ОРГ1;1;1;0.539077895721324;Высшее образование - бакалавриат;Химическая технология и биотехнология;не указано;1;null;null;8;1.9479745117778;3.05230833333333;null;null;5;1.26682345113543;3;1.82227767439867;Приказ, Распоряжение
ОРГ1-00576;ОРГ1;0;7;0.457279148191733;Высшее образование, Среднее профессиональное образование;Программное обеспечение вычислительной техники и автоматизированных систем, Вычислительные машины, комплексы, системы и сети;не указано;2;1;0.0976916880368914;7;0.700504518922316;0.116971111111111;8;0.402113404339562;1;0.382783731703409;3;0.780613568615226;Приказ, Файл
ОРГ1-01956;ОРГ1;0;3;0.429190139926074;Высшее образование - бакалавриат, Высшее образование - специалитет, магистратура;Строительство;не указано;2;1;0.289570292533298;1;1.71832207885493;3.38951055555556;null;null;1;0.297947480739568;8;0.576787771274483;Исходящий
ОРГ2-06364;ОРГ2;1;null;null;Среднее профессиональное образование;Эксплуатация и ремонт подъемно-транспортных, строительных, дорожных машин и оборудования;ОРГ2-09100;1;null;null;4;1.56926655490227;0;null;null;null;null;null;null;null
ОРГ1-01502;ОРГ1;2;1;1.55654011836622;Высшее образование;Экономика и управление на предприятии (по отраслям);не указано;1;1;0.168166778348084;1;1.2781290903183;4.39238805555556;1;0.155713074628763;1;0.533222458127785;8;0.650342880424626;Служебная записка, Файл
ОРГ2-01887;ОРГ2;0;8;3.05772671801042;Высшее образование;Промышленное и гражданское строительство;ОРГ2-05294;1;null;null;4;1.72941712459575;0.050925;null;null;4;1.19922268568145;1;1.62625391750645;Служебная записка, Файл
ОРГ2-06791;ОРГ2;1;null;null;Высшее образование;Водоснабжение и водоотведение;не указано;1;null;null;7;0.787378726371262;1.40023;null;null;null;null;null;null;null
ОРГ2-00501;ОРГ2;1;null;null;Среднее профессиональное образование;Разработка  и эксплуатация нефтяных и газовых месторождений;не указано;1;null;null;7;1.77730124754326;0;null;null;null;null;null;null;null
ОРГ1-00830;ОРГ1;3;1;0.61710216729918;null;null;null;null;1;0.386667450000215;7;0.756203503425576;0.373548055555555;1;0.183484844777444;1;0.918213809718345;3;1.04497864264275;Служебная записка, Файл
ОРГ1-01234;ОРГ1;2;2;1.24429628041885;Высшее образование;Энергообеспечение предприятий;ОРГ1-02790;1;8;1.31204339203201;7;0.750281599422233;0.0919944444444444;1;0.226898123014114;1;0.29071272002109;3;1.18860090456885;Служебная записка, Файл
ОРГ2-01870;ОРГ2;0;10;0.634571551402095;Высшее образование;Система обеспечения движения поездов;ОРГ2-01170;1;null;null;7;1.80315689988887;0.645683888888889;null;null;2;0.828770706060474;1;0.893701935960256;Приказ, Служебная записка
ОРГ1-02823;ОРГ1;2;7;1.50186870294798;Высшее образование;Математика с дополнительной специальностью информатика, Финансы и кредит;ОРГ1-02246;2;8;0.943880632120234;1;3.12161810395084;8.02702888888889;null;null;5;1.67203344758668;5;2.1821143301892;Служебная записка, Файл
ОРГ2-06000;ОРГ2;2;null;null;Высшее образование;Педагогическое образование;не указано;1;null;null;4;1.22064847571442;0.2785075;null;null;null;null;null;null;null
ОРГ1-01845;ОРГ1;0;1;0.417878601707703;Высшее образование, Повышение квалификации;Экономика и управление на предприятии (в строительстве), Ценообразование и сметное нормирование в строительстве;ОРГ1-01845;2;8;0.654804719538974;7;1.50579986800151;1.00459277777778;8;0.453622750596602;2;0.855525208536555;1;1.53031363441965;Распоряжение, Служебная записка
ОРГ2-01477;ОРГ2;1;null;null;Среднее общее образование;Монтажник по монтажу стальных и железобетонных конструкциий;не указано;1;null;null;7;1.62455566407076;0;null;null;6;0.895944448920101;7;1.06057774467034;null
ОРГ1-01920;ОРГ1;2;7;0.986704914077895;Высшее образование;Энергообеспечение предприятий;ОРГ1-00923;1;1;0.464252762210905;6;2.31910349053025;1.11811611111111;null;null;4;1.02580320579195;2;2.4121726270115;Приказ, Распоряжение
ОРГ1-00941;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;1;0.282481885951849;1;1.07676484641239;2;0.978016498328715;null
ОРГ2-06125;ОРГ2;1;null;null;Высшее образование - бакалавриат;Автоматизация и управление технологических процессов и производства;не указано;1;null;null;3;0.991923785136625;0;null;null;null;null;null;null;null
ОРГ1-00884;ОРГ1;2;7;0.456745123368276;Высшее образование;Теплоэнергетика, Энергообеспечение предприятий;ОРГ1-01461;2;1;0.649682809470196;4;2.35316097295259;0.710523333333333;null;null;4;0.785556939774655;4;1.0671113667098;Распоряжение, Служебная записка
ОРГ1-01288;ОРГ1;3;1;0.574812841064922;Высшее образование;Экономика и управление на предприятии (в машиностроении);не указано;1;8;1.04829307135304;1;1.07136633473385;4.88031055555556;8;0.245749344181056;5;0.894322358649272;3;0.876466664275396;Служебная записка, Файл
ОРГ1-01772;ОРГ1;2;1;0.817063181397164;Высшее образование;Химическая технология органических веществ;не указано;1;2;1.69478004139376;4;1.85241062121579;0.0126166666666667;null;null;6;2.10801019413616;4;1.8207542750783;Служебная записка, Файл
ОРГ1-01248;ОРГ1;2;1;2.24444243657436;Высшее образование;туризм;не указано;1;1;0.473954796959224;2;2.448728277159;0.417841666666667;null;null;3;0.669500054164796;8;1.50900853015359;Исходящий, Приказ
ОРГ2-03829;ОРГ2;1;null;null;Среднее профессиональное образование;Электроэнергетика и электротехника;ОРГ2-09100;1;null;null;7;0.866983415657324;0.203938611111111;null;null;null;null;null;null;null
ОРГ1-02778;ОРГ1;2;3;0.729824623446021;Высшее образование;Промышленное и гражданское строительство;не указано;1;null;null;7;1.12754223359478;1.75008277777778;null;null;6;0.77822528772697;7;1.14540869020186;Приказ
ОРГ2-02262;ОРГ2;0;7;1.12049246292331;Высшее образование;Строительство;не указано;1;null;null;8;1.36948129209949;0.306091666666667;null;null;3;1.41627090779682;2;1.43231642414958;Приказ, Служебная записка
ОРГ1-02083;ОРГ1;2;null;null;null;null;null;null;null;null;null;null;null;null;null;3;0.832723005059532;2;1.0987079352177;null
ОРГ1-02124;ОРГ1;0;1;0.43375764187557;Высшее образование;Оборудование и технология повышения износостойкости и восстановление деталей машин и аппаратов;ОРГ1-00057;1;1;0.208127521458369;7;0.506989634560255;0.196370277777778;1;0.171430676712876;1;0.242338117726506;8;0.431379695633118;Служебная записка, Файл
ОРГ2-02136;ОРГ2;1;null;null;Среднее профессиональное образование;Правоохранительная деятельность;ОРГ2-09100;1;null;null;3;0.660268030901639;0;null;null;8;0.793892758834372;2;2.51309938247605;null
ОРГ1-01945;ОРГ1;0;7;1.41320019209156;Высшее образование;Юриспруденция;ОРГ1-01410;1;8;2.34108388688166;7;0.500972854992241;0.617334444444444;1;0.180370998392578;1;0.647250136931784;3;0.997283721309851;Служебная записка, Файл
ОРГ1-01458;ОРГ1;2;1;0.915562086699873;Высшее образование;Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ;ОРГ1-00747;1;1;0.454140793953555;2;1.26519572469082;0.572950833333333;1;0.216697306984032;1;1.07903446114566;8;0.612458520228893;Служебная записка, Файл
ОРГ1-00693;ОРГ1;2;1;0.522685317414425;Высшее образование, Высшее образование - бакалавриат, Переподготовка;Экономика, Проектирование и эксплуатация газонефтепроводов и газонефтехранилищ;ОРГ1-00531;3;1;0.709294873221689;7;1.06356166672298;2.22043138888889;1;0.184196796209445;1;0.43538705960161;3;0.970724162177312;Приказ, Служебная записка
ОРГ1-01569;ОРГ1;2;3;0.710074233292942;Высшее образование;Юриспруденция;не указано;1;5;4.56396007262563;6;2.55991627035718;4.52261222222222;null;null;4;0.871706420273798;7;2.09573094099764;Приказ, Распоряжение
ОРГ1-00878;ОРГ1;2;7;1.28741768158838;null;null;null;null;null;null;null;null;null;null;null;8;0.574884055086624;6;7.47548288473868;Распоряжение, Служебная записка
ОРГ1-00057;ОРГ1;2;3;0.258495903088205;Высшее образование, Высшее образование - бакалавриат, Повышение квалификации;не указано, Проектирование и расчеты на прочность теплообменных аппаратов;ОРГ1-00057;4;1;0.421380202212979;7;0.652790904636747;1.19333555555556;1;0.372923757840562;1;0.865027532775704;3;1.49579326592439;Служебная записка, Файл
ОРГ1-00962;ОРГ1;2;7;0.457237857599074;Высшее образование;Проектирование, сооружение и эксплуатация газонефтепроводов и газонефтехранилищ;не указано;1;1;0.39653881765639;3;0.535156670166069;0;null;null;8;0.667328200572509;2;1.11603031508783;Служебная записка
ОРГ2-01905;ОРГ2;0;null;null;Среднее профессиональное образование;Монтаж и эксплуатация оборудования и систем газоснабжения;ОРГ2-01170;1;null;null;7;1.08530807802543;0.275770277777778;null;null;6;0.937051923035762;1;1.26505335110288;null
ОРГ1-00775;ОРГ1;1;2;2.75643018852609;Высшее образование;Техносферная безопасность, Юриспруденция;не указано;2;8;1.20219354062678;7;0.717303042665075;1.06808166666667;1;0.0975518014774273;1;0.376500375666167;3;0.797207728739323;Служебная записка, Файл
ОРГ1-02646;ОРГ1;2;3;1.22290483108686;Высшее образование, Высшее образование - бакалавриат;Инфокоммуникационные технологии и системы связи;ОРГ1-00807;2;1;0.210352505328314;7;0.601015020412681;0.105808333333333;1;0.0834658238167392;1;0.352487829463139;8;0.259428455254401;Служебная записка, Файл
ОРГ1-00763;ОРГ1;0;2;0.438417551541856;Высшее образование;Автомобили и автомобильное хозяйство;ОРГ1-00766;1;1;1.11111050182803;8;3.30747591299406;1.12499444444444;1;0.308870687101557;5;0.88810903767681;3;1.13766347087958;Служебная записка, Файл
ОРГ1-01710;ОРГ1;2;null;null;null;null;null;null;8;0.861857957983785;null;null;null;null;null;1;0.88115280872401;3;1.65879496525707;null
ОРГ1-00866;ОРГ1;0;1;1.96319715668876;Высшее образование, не указано;Экономика и управление на предприятии (по отраслям), Переводчик в сфере профессиональной коммуникации;ОРГ1-00866;2;1;1.06623780451697;null;null;null;null;null;null;null;null;null;Служебная записка, Файл
ОРГ1-02184;ОРГ1;2;10;1.19449317607748;Высшее образование, Переподготовка;география, не указано;ОРГ1-00655;2;8;1.31574728858701;8;3.35617845582935;2.49692;7;0.549271518097398;5;3.19924489564824;7;2.67287062191749;Служебная записка, Файл
ОРГ2-01930;ОРГ2;2;2;0.711620720862124;Высшее образование - бакалавриат;Технологические машины и оборудование;ОРГ2-09100;1;null;null;7;0.841391736658172;0.503152777777778;null;null;8;0.882707467275361;2;0.803214954302732;Служебная записка, Файл
ОРГ1-02001;ОРГ1;0;1;1.04780740644834;Высшее образование;Строительство;не указано;1;4;7.06596125803106;8;6.46330489071442;2.82358305555555;7;0.510405112344553;5;2.59843963509928;8;1.5150678218263;Служебная записка, Файл
ОРГ2-01410;ОРГ2;0;null;null;Среднее профессиональное образование;Техническое обслуживание, ремонт автомобилей и двигателей;не указано;1;null;null;4;1.27134937889428;0;null;null;4;1.21190661319909;1;1.82280287283308;null
ОРГ1-01787;ОРГ1;2;1;1.02582596007206;Высшее образование;История;ОРГ1-01682;1;8;1.10336209800988;7;0.748405729503115;1.69537222222222;8;0.142581388231742;1;0.823611494634715;8;0.613581522822985;Служебная записка, Файл
ОРГ1-00900;ОРГ1;0;1;0.872023775723935;Повышение квалификации, Среднее профессиональное образование;Сметное дело, Производство строительных деталей и железобетонных конструкций;ОРГ1-00092;6;1;0.297980994340838;1;1.4469191011893;3.8095875;6;0.534732830824133;6;1.04619770739567;7;1.38446058877166;Распоряжение, Служебная записка
ОРГ1-02598;ОРГ1;0;1;0.933203596319187;Высшее образование - бакалавриат, Высшее образование - специалитет, магистратура, Повышение квалификации;Энергетическое машиностроение, не указано;ОРГ1-00457;3;1;0.261178651603523;7;0.744478091269897;0.0608186111111111;1;0.122921962079817;1;0.305066989112063;8;0.655205167676896;Служебная записка, Файл
ОРГ1-01413;ОРГ1;2;10;0.918847785939833;Высшее образование;Промышленное и гражданское строительство;не указано;1;2;3.72715065100389;6;3.89503270712218;3.17556722222222;null;null;4;1.29924031372051;2;1.71935013882943;Служебная записка, Файл
