ОРГ1-00878,1,1,1,3
ОРГ1-00057,1,1,1,3
ОРГ1-00962,1,1,1,3
ОРГ2-01905,0,0,0,0
ОРГ1-00775,0,0,0,0
ОРГ1-02646,1,1,1,3
ОРГ1-00763,0,0,0,0
ОРГ1-01710,1,1,1,3
ОРГ1-00866,0,0,0,0
ОРГ1-02184,1,1,1,3
ОРГ2-01930,0,1,1,2
ОРГ1-02001,0,0,0,0
ОРГ2-01410,0,0,0,0
ОРГ1-01787,1,1,1,3
ОРГ1-00900,0,0,0,0
ОРГ1-02598,0,0,0,0
ОРГ1-01413,1,1,1,3
ОРГ1-00961,1,1,1,3
ОРГ1-02831,1,1,1,3
ОРГ1-01017,0,0,0,0
ОРГ2-05972,0,0,0,0
ОРГ1-02177,1,1,1,3
ОРГ1-01142,0,0,0,0
ОРГ2-03158,1,1,1,3
ОРГ2-00445,0,0,0,0
ОРГ1-01460,1,1,1,3
ОРГ1-01975,1,1,1,3
ОРГ1-01727,0,0,0,0
ОРГ2-05851,1,1,1,3
ОРГ1-02821,1,1,1,3
ОРГ2-00534,0,1,1,2
ОРГ1-00753,0,0,0,0
ОРГ1-01670,0,0,0,0
ОРГ1-01118,0,0,0,0
ОРГ1-00939,0,0,0,0
ОРГ2-07402,0,0,1,1
ОРГ2-04804,0,0,0,0
ОРГ1-02101,1,1,1,3
ОРГ1-02249,1,1,1,3
ОРГ1-00616,0,0,0,0
ОРГ1-00244,1,1,1,3
ОРГ1-02106,1,1,1,3
ОРГ1-01706,1,1,1,3
ОРГ1-02798,1,1,1,3
ОРГ2-00274,0,0,0,0
ОРГ2-02733,0,0,0,0
ОРГ1-01110,0,0,0,0
ОРГ1-01623,0,0,0,0
ОРГ1-01380,0,0,0,0
ОРГ1-01382,1,1,1,3
ОРГ2-06062,0,0,0,0
ОРГ2-06774,1,1,1,3
ОРГ1-02605,0,0,0,0
ОРГ1-01955,0,0,0,0
ОРГ1-02133,1,1,1,3
ОРГ1-01504,1,1,1,3
ОРГ2-04903,1,1,1,3
ОРГ2-04850,1,1,1,3
ОРГ1-00167,1,1,1,3
ОРГ2-01364,0,0,0,0
ОРГ2-06943,0,0,0,0
ОРГ1-01197,0,0,0,0
ОРГ1-01359,1,1,1,3
ОРГ1-01809,0,0,0,0
ОРГ1-01387,0,0,0,0
ОРГ1-01614,1,1,1,3
ОРГ1-02764,0,0,0,0
ОРГ2-05155,0,0,0,0
ОРГ2-04424,1,0,1,2
ОРГ2-02857,0,0,0,0
ОРГ1-02653,1,1,1,3
ОРГ1-02842,0,0,0,0
ОРГ2-00060,0,0,0,0
ОРГ1-02557,1,1,1,3
ОРГ2-02345,0,0,0,0
ОРГ1-02833,1,1,1,3
ОРГ1-02932,1,1,1,3
ОРГ1-02116,1,1,1,3
ОРГ1-01058,0,0,0,0
ОРГ1-01805,1,1,1,3
ОРГ1-02719,0,0,0,0
ОРГ1-00846,0,0,0,0
ОРГ1-00296,1,1,1,3
ОРГ1-02511,0,0,0,0
ОРГ1-00999,1,1,1,3
ОРГ1-01432,0,0,0,0
ОРГ2-00746,0,0,0,0
ОРГ1-02155,1,1,1,3
ОРГ1-01446,1,1,1,3
ОРГ1-00460,0,0,0,0
ОРГ1-00438,0,0,0,0
ОРГ1-00947,0,0,0,0
ОРГ2-05220,0,0,0,0
ОРГ1-02495,0,0,0,0
ОРГ1-01970,1,1,1,3
ОРГ1-00747,1,1,1,3
ОРГ1-02895,1,1,1,3
ОРГ1-02634,1,1,1,3
ОРГ1-00573,1,1,1,3
ОРГ1-02615,1,1,1,3
ОРГ1-00388,1,1,1,3
ОРГ1-01780,0,0,0,0
ОРГ1-01397,0,0,0,0
ОРГ1-00977,0,0,0,0
ОРГ1-00981,1,1,1,3
ОРГ1-01510,0,0,0,0
ОРГ1-00289,0,0,0,0
ОРГ1-02810,1,1,1,3
ОРГ2-06138,0,1,1,2
ОРГ2-02978,1,1,1,3
ОРГ1-00655,1,1,1,3
ОРГ1-01709,1,1,1,3
ОРГ2-05818,0,0,0,0
ОРГ1-01950,1,1,1,3
ОРГ1-02703,0,0,0,0
ОРГ1-00464,0,0,0,0
ОРГ2-00592,0,1,1,2
ОРГ2-05141,0,0,0,0
ОРГ1-01284,1,1,1,3
ОРГ2-06001,0,0,0,0
ОРГ1-02790,0,0,0,0
ОРГ1-02750,0,0,0,0
ОРГ1-00466,1,1,1,3
ОРГ1-02007,1,1,1,3
ОРГ2-07862,1,1,1,3
ОРГ1-01577,1,1,1,3
ОРГ1-01218,0,0,0,0
ОРГ1-00739,1,1,1,3
ОРГ1-01713,1,1,1,3
ОРГ1-02704,0,0,0,0
ОРГ1-02797,1,1,1,3
ОРГ1-02499,1,1,1,3
ОРГ1-02211,0,0,0,0
ОРГ1-01682,0,0,0,0
ОРГ1-00404,0,0,0,0
ОРГ1-00343,1,1,1,3
ОРГ2-03911,0,0,0,0
ОРГ2-05290,0,0,0,0
ОРГ1-00870,1,1,1,3
ОРГ1-00632,1,1,1,3
ОРГ2-01255,1,1,1,3
ОРГ1-02678,1,1,1,3
ОРГ1-02924,1,1,1,3
ОРГ2-01419,1,1,1,3
ОРГ1-00561,1,1,1,3
ОРГ1-00081,1,1,1,3
ОРГ1-02600,1,1,1,3
ОРГ1-02162,1,1,1,3
ОРГ1-00498,0,0,0,0
ОРГ1-02159,0,0,0,0
ОРГ1-02865,1,1,1,3
ОРГ1-02813,1,1,1,3
ОРГ2-04030,0,0,0,0
ОРГ1-02547,1,1,1,3
ОРГ1-02891,1,1,1,3
ОРГ1-02166,0,0,0,0
ОРГ2-03267,1,1,1,3
ОРГ1-01974,1,1,1,3
ОРГ1-02767,1,1,1,3
ОРГ1-01582,0,1,0,1
ОРГ1-00932,1,1,1,3
ОРГ1-01168,1,1,1,3
ОРГ2-00624,1,1,1,3
ОРГ1-01830,1,1,1,3
ОРГ1-01871,1,1,1,3
ОРГ1-00761,0,0,0,0
ОРГ1-01189,1,1,1,3
ОРГ1-01212,1,1,1,3
ОРГ1-01090,0,0,0,0
ОРГ2-02705,0,0,0,0
ОРГ2-03121,0,1,1,2
ОРГ2-04750,0,0,0,0
ОРГ1-03082,0,0,0,0
ОРГ1-01776,1,1,1,3
ОРГ1-01166,1,1,1,3
ОРГ2-06823,0,0,0,0
ОРГ1-02816,1,1,1,3
ОРГ1-00665,1,1,1,3
ОРГ1-02781,1,1,1,3
ОРГ2-04135,0,1,1,2
ОРГ1-02076,1,1,1,3
ОРГ1-02057,1,1,1,3
ОРГ1-01057,1,1,1,3
ОРГ2-04406,1,1,1,3
ОРГ1-01231,1,1,1,3
ОРГ1-02037,0,0,0,0
ОРГ1-02192,1,1,1,3
ОРГ2-05295,1,1,1,3
ОРГ2-01325,1,1,1,3
ОРГ2-03081,0,0,0,0
ОРГ2-05173,0,0,0,0
ОРГ2-05235,0,0,0,0
ОРГ1-02054,0,0,0,0
ОРГ1-02830,1,1,1,3
ОРГ1-01495,1,1,1,3
ОРГ1-02739,1,1,1,3
ОРГ1-00340,0,0,0,0
ОРГ2-06429,0,0,0,0
ОРГ1-01817,1,1,1,3
ОРГ1-02127,1,1,1,3
ОРГ1-02947,0,0,0,0
ОРГ1-02845,1,1,1,3
ОРГ1-02988,1,1,1,3
ОРГ2-06711,0,0,1,1
ОРГ2-05934,1,1,1,3
ОРГ2-01748,0,0,0,0
ОРГ1-01295,1,1,1,3
ОРГ1-01886,1,1,1,3
ОРГ2-07336,0,0,0,0
ОРГ1-02588,0,0,0,0
ОРГ1-02657,0,0,0,0
ОРГ1-02252,0,0,0,0
ОРГ2-04237,0,0,0,0
ОРГ1-03108,1,1,1,3
ОРГ1-02233,1,1,1,3
ОРГ1-01328,1,1,1,3
ОРГ1-00448,0,0,0,0
ОРГ1-02690,1,1,1,3
ОРГ1-00480,1,1,1,3
ОРГ2-00536,0,0,0,0
ОРГ1-00357,0,0,0,0
ОРГ1-01768,1,1,1,3
ОРГ1-01633,1,1,1,3
ОРГ2-00872,1,1,1,3
ОРГ2-00599,0,0,0,0
ОРГ1-02689,0,0,0,0
ОРГ1-00465,1,1,1,3
ОРГ1-01169,1,1,1,3
ОРГ1-00272,0,0,0,0
ОРГ2-03029,0,0,0,0
ОРГ1-02684,1,1,1,3
ОРГ1-01373,0,0,0,0
ОРГ1-00896,1,1,1,3
ОРГ1-02976,0,0,0,0
ОРГ1-01427,1,1,1,3
ОРГ2-04273,0,0,0,0
ОРГ2-05855,0,0,0,0
ОРГ1-00672,1,1,1,3
ОРГ2-04507,0,0,0,0
ОРГ1-00383,0,0,0,0
ОРГ2-04501,0,0,0,0
ОРГ1-00100,1,1,1,3
ОРГ1-01795,1,1,1,3
ОРГ1-00486,0,0,1,1
ОРГ1-02515,0,1,0,1
ОРГ1-02848,1,1,1,3
ОРГ1-01766,1,1,1,3
ОРГ1-02568,1,1,1,3
ОРГ1-02729,0,0,0,0
ОРГ1-01943,1,1,1,3
ОРГ2-05316,0,0,0,0
ОРГ2-07791,0,0,0,0
ОРГ1-02795,1,1,1,3
ОРГ2-01168,0,0,0,0
ОРГ1-00349,0,0,0,0
ОРГ2-05261,0,1,1,2
ОРГ1-01749,1,1,1,3
ОРГ1-01740,0,0,0,0
ОРГ1-02697,0,0,0,0
ОРГ1-01042,0,0,0,0
ОРГ2-00492,0,0,0,0
ОРГ1-00852,0,0,0,0
ОРГ2-05236,0,1,1,2
ОРГ2-07333,1,1,0,2
ОРГ1-02682,1,1,1,3
ОРГ2-02779,0,0,0,0
ОРГ1-00800,1,1,1,3
ОРГ1-00805,1,1,1,3
ОРГ1-02072,0,0,0,0
ОРГ1-01634,0,0,0,0
ОРГ1-01025,1,1,1,3
ОРГ1-02103,0,0,0,0
ОРГ1-01475,1,1,1,3
ОРГ1-01635,0,0,0,0
ОРГ2-03098,0,0,0,0
ОРГ1-02031,1,1,1,3
ОРГ1-01877,0,0,0,0
ОРГ2-04572,1,1,1,3
ОРГ1-01429,0,0,0,0
ОРГ1-02775,0,0,0,0
ОРГ1-01405,0,0,0,0
ОРГ1-00148,1,1,1,3
ОРГ2-01823,0,0,0,0
ОРГ2-00104,0,0,0,0
ОРГ1-02630,1,1,1,3
ОРГ1-02691,0,0,0,0
ОРГ1-00938,0,0,0,0
ОРГ1-02731,0,0,0,0
ОРГ1-01650,1,1,1,3
ОРГ1-01599,0,0,0,0
ОРГ1-00540,1,1,1,3
ОРГ1-01125,0,0,0,0
ОРГ2-02961,0,0,1,1
ОРГ1-01452,1,1,1,3
ОРГ2-05140,0,0,0,0
ОРГ2-02802,0,0,0,0
ОРГ1-01497,0,0,0,0
ОРГ2-02285,0,0,0,0
ОРГ2-05264,0,0,0,0
ОРГ1-01180,1,1,1,3
ОРГ1-00210,0,0,0,0
ОРГ1-02672,1,1,1,3
ОРГ1-01968,1,1,1,3
ОРГ1-00433,1,1,1,3
ОРГ1-00085,0,0,0,0
ОРГ2-05452,0,1,1,2
ОРГ1-00779,0,0,0,0
ОРГ1-00791,0,0,0,0
ОРГ1-01457,1,1,1,3
ОРГ1-02183,1,1,1,3
ОРГ1-01230,1,1,1,3
ОРГ1-00897,0,1,0,1
ОРГ1-02808,1,1,1,3
ОРГ2-03782,0,1,0,1
ОРГ1-03124,0,0,0,0
ОРГ1-01685,1,1,1,3
ОРГ1-01759,1,1,1,3
ОРГ2-02297,0,0,0,0
ОРГ1-01091,0,0,0,0
ОРГ1-02190,1,1,1,3
ОРГ2-03071,0,0,0,0
ОРГ2-05683,1,1,1,3
ОРГ1-02740,1,1,1,3
ОРГ1-01467,1,1,1,3
ОРГ2-01130,0,0,0,0
ОРГ2-05200,0,0,0,0
ОРГ1-02498,1,1,1,3
ОРГ1-01629,0,0,0,0
ОРГ1-03043,0,0,0,0
ОРГ1-02855,1,1,1,3
ОРГ1-01039,1,1,1,3
ОРГ1-01573,0,0,0,0
ОРГ1-00666,0,0,0,0
ОРГ2-07748,0,0,0,0
ОРГ1-03063,0,0,0,0
ОРГ1-02059,1,1,1,3
ОРГ1-02108,1,1,1,3
ОРГ1-01952,1,1,1,3
ОРГ2-06614,0,0,0,0
ОРГ1-00599,1,1,1,3
ОРГ2-00152,1,1,1,3
ОРГ2-06736,1,0,0,1
ОРГ2-07022,0,0,0,0
ОРГ1-01193,0,0,0,0
ОРГ2-04621,1,1,1,3
ОРГ2-07924,0,1,1,2
ОРГ1-02569,1,1,1,3
ОРГ1-01489,0,0,0,0
ОРГ1-01004,1,1,1,3
ОРГ1-00351,0,0,0,0
ОРГ2-01853,0,0,0,0
ОРГ1-02023,1,1,1,3
ОРГ1-00157,1,1,1,3
ОРГ2-00515,0,0,0,0
ОРГ1-01283,1,1,1,3
ОРГ1-01037,1,1,1,3
ОРГ1-00652,0,1,0,1
ОРГ1-01748,1,1,1,3
ОРГ1-01760,1,1,1,3
ОРГ1-01730,0,1,1,2
ОРГ2-02450,1,1,1,3
ОРГ1-01986,0,0,0,0
ОРГ1-00574,1,1,1,3
ОРГ1-02814,1,1,1,3
ОРГ1-00937,1,1,1,3
ОРГ1-03044,0,0,0,0
ОРГ1-02758,0,0,0,0
ОРГ2-02366,0,0,0,0
ОРГ2-06006,1,1,1,3
ОРГ1-01451,1,1,1,3
ОРГ1-02205,1,1,1,3
ОРГ1-02550,1,1,1,3
ОРГ1-02002,0,0,0,0
ОРГ1-02852,0,0,0,0
ОРГ1-02089,1,1,1,3
ОРГ1-00987,1,1,1,3
ОРГ1-02245,1,1,1,3
ОРГ2-06820,0,0,0,0
ОРГ1-01483,1,1,1,3
ОРГ1-00503,0,0,0,0
ОРГ1-00690,0,0,0,0
ОРГ1-02759,0,0,0,0
ОРГ1-02161,1,1,1,3
ОРГ1-02622,0,0,0,0
ОРГ1-00783,0,0,0,0
ОРГ2-01885,0,0,0,0
ОРГ1-02194,1,1,1,3
ОРГ2-02987,0,0,0,0
ОРГ1-02903,1,1,1,3
ОРГ1-02146,1,1,1,3
ОРГ1-02800,1,1,1,3
ОРГ1-02866,1,1,1,3
ОРГ2-05511,0,0,0,0
ОРГ1-00926,0,0,0,0
ОРГ1-02625,1,1,1,3
ОРГ1-02602,0,0,0,0
ОРГ2-01798,0,0,0,0
ОРГ1-01654,1,1,1,3
ОРГ2-00560,0,0,1,1
ОРГ1-02246,1,1,1,3
ОРГ1-02892,1,1,1,3
ОРГ1-02626,1,1,1,3
ОРГ2-02524,0,0,0,0
ОРГ1-01163,1,1,1,3
ОРГ1-00222,0,0,0,0
ОРГ2-03126,1,0,1,2
ОРГ2-05862,1,1,1,3
ОРГ1-02897,0,0,0,0
ОРГ1-02720,0,0,0,0
ОРГ1-00782,1,1,1,3
ОРГ2-05032,0,0,0,0
ОРГ1-02182,0,1,0,1
ОРГ2-06329,0,0,0,0
ОРГ1-02642,1,1,1,3
ОРГ1-00499,0,0,0,0
ОРГ1-01755,1,1,1,3
ОРГ1-02811,1,1,1,3
ОРГ2-00454,0,0,0,0
ОРГ1-02132,1,1,1,3
ОРГ1-01184,1,1,1,3
ОРГ1-03072,1,1,1,3
ОРГ2-07599,0,1,0,1
ОРГ1-02894,0,0,0,0
ОРГ1-00953,1,1,1,3
ОРГ1-02832,1,1,1,3
ОРГ2-05091,0,0,1,1
ОРГ1-01388,1,1,1,3
ОРГ1-00880,1,1,0,2
ОРГ1-02053,1,1,1,3
ОРГ2-04726,1,1,1,3
ОРГ1-01666,1,1,1,3
ОРГ2-01337,0,0,0,0
ОРГ1-00667,1,0,0,1
ОРГ1-01031,1,1,1,3
ОРГ1-00915,1,1,1,3
ОРГ1-00767,0,0,0,0
ОРГ1-00211,0,0,0,0
ОРГ1-02639,1,1,1,3
ОРГ2-01852,0,0,0,0
ОРГ1-00467,1,1,1,3
ОРГ2-04913,1,1,1,3
ОРГ1-02890,1,1,1,3
ОРГ1-01958,0,0,0,0
ОРГ1-00553,0,0,0,0
ОРГ2-03130,0,0,0,0
ОРГ1-01712,1,1,1,3
ОРГ1-02899,1,1,1,3
ОРГ2-06477,0,1,0,1
ОРГ1-00612,0,0,0,0
ОРГ1-02587,1,1,1,3
ОРГ1-02383,1,1,1,3
ОРГ1-02862,1,1,1,3
ОРГ1-00471,1,1,1,3
ОРГ2-02694,1,1,1,3
